user_id,discrimination,difficulty,gender,occupation,zip_code,age
79,1.087896,0.5213507,1,0,387,34
80,1.2888346,0.49665818,0,18,197,21
81,1.1870885,0.58279335,0,14,207,50
82,1.6548551,0.61271155,0,13,336,40
83,1.0998645,0.6233746,0,6,433,32
84,1.4890043,0.5737178,0,3,169,51
86,1.8592097,0.6627651,0,0,627,47
88,1.0075219,0.6638903,1,0,514,43
89,1.3807954,0.6855272,0,3,564,60
90,0.8870909,0.5413107,0,11,13,55
91,0.91317,0.6174358,0,5,591,32
93,1.7981147,0.65095496,0,18,524,26
94,1.5670831,0.66130346,0,0,100,31
95,1.2779843,0.56385726,1,1,539,25
96,1.0195985,0.6636323,0,1,753,43
98,1.7584219,0.6597702,0,18,499,20
99,0.9395061,0.5971869,0,6,638,36
101,1.0709788,0.5427631,0,14,261,38
103,1.2573966,0.53568333,0,18,418,27
105,1.6495252,0.56989026,0,15,424,61
107,0.99563855,0.6913994,0,3,500,44
108,0.8612667,0.52839655,0,13,443,29
109,1.1505353,0.707848,0,18,560,19
110,1.2014599,0.61429226,0,4,641,57
111,1.1185977,0.6474261,0,16,475,30
112,0.9623278,0.63744706,0,6,713,47
113,0.88181955,0.68615013,0,14,536,27
114,0.9908407,0.68334764,0,4,146,31
115,1.2173764,0.5400568,0,7,744,40
116,1.4534343,0.5158017,0,18,140,20
117,1.0253445,0.6595797,0,0,636,21
118,0.92148024,0.5903856,0,14,513,32
119,1.0204364,0.5165656,1,13,53,47
120,1.0249673,0.6983156,0,10,774,54
121,0.8011441,0.5150063,1,20,204,32
124,1.6586953,0.6057958,0,9,203,30
125,1.1179804,0.53293586,1,9,173,28
127,2.0442948,0.53377336,1,11,172,24
128,1.2394819,0.645937,1,11,71,36
129,0.89291835,0.53099495,0,12,463,20
134,1.5812143,0.6811984,0,18,306,23
135,0.931357,0.50660336,0,13,748,51
140,0.9497701,0.60651547,0,14,295,49
141,1.191661,0.61355597,0,13,363,13
143,1.1597061,0.70759606,0,14,189,53
144,0.98293906,0.66904444,0,5,792,31
145,1.0511202,0.6964098,0,1,602,45
147,1.5891923,0.71938145,0,4,735,33
150,1.068524,0.61334646,1,0,361,38
153,1.2905722,0.5563593,0,18,400,25
156,1.5228817,0.63618505,0,4,523,57
157,1.8995286,0.52900267,0,3,231,50
158,0.7769717,0.5782352,1,18,432,23
159,0.9962179,0.62799937,0,14,510,27
160,0.8502654,0.5931809,0,9,414,50
163,1.0384712,0.6986329,0,7,582,47
164,0.88270485,0.49407578,1,13,405,20
165,1.1458076,0.7062269,0,3,420,47
166,1.0673635,0.6425927,0,13,782,37
167,1.3161739,0.64462936,0,13,583,48
168,0.7777134,0.5502255,1,13,401,52
172,1.0059687,0.6314049,0,13,206,56
173,1.110827,0.6753574,1,0,390,30
175,1.3669854,0.6428428,0,17,70,28
176,0.88736194,0.52694005,0,14,159,20
177,1.0093415,0.65521234,0,13,373,26
178,0.9218699,0.70941406,0,5,181,15
179,0.9607959,0.61238456,1,0,468,22
180,1.242262,0.6259886,0,6,197,26
181,1.607985,0.5060017,0,14,290,36
182,0.92601454,0.5944591,0,17,233,33
183,1.0059553,0.6814601,0,10,543,37
184,1.4811434,0.5919436,1,10,749,53
185,1.5476097,0.56962115,1,6,0,39
186,0.9906085,0.66894495,0,3,143,26
187,0.86481315,0.4919314,0,18,247,42
188,1.351327,0.71716046,0,1,712,32
189,1.0403095,0.7113026,0,0,731,30
190,0.85258377,0.57059103,0,0,720,33
192,1.8017974,0.5504543,0,18,375,29
193,1.1970308,0.6727059,0,0,28,38
194,0.89774173,0.5981889,0,17,684,42
196,1.1591344,0.5616211,0,19,537,55
197,0.88912785,0.52252525,1,18,439,21
198,1.3851839,0.55909544,0,20,150,30
199,1.5026557,0.6024801,0,14,682,40
200,1.162465,0.6246852,0,20,778,27
203,1.4648151,0.5385876,1,10,101,52
206,1.9854391,0.55280197,0,11,659,39
208,1.3880045,0.6763676,1,3,621,33
209,1.0516524,0.6959267,0,4,39,39
213,0.95619977,0.6102022,1,10,106,26
216,1.1349638,0.5155559,0,13,110,22
217,0.88796633,0.57846487,0,0,63,37
218,0.9532533,0.6560067,0,14,327,32
221,1.0107538,0.65443426,0,14,227,29
222,0.9170631,0.62931377,1,18,358,19
223,0.9885589,0.6502757,1,3,330,31
224,1.2472484,0.69892955,1,0,452,51
225,1.052732,0.6923323,0,18,662,28
226,1.0443211,0.67213583,0,6,482,46
228,1.0540097,0.54499906,1,10,208,29
229,0.6295014,0.54003763,1,18,126,28
230,1.1446983,0.6794747,0,10,3,48
231,1.0972719,0.71144986,0,17,776,45
232,1.1325172,0.7096921,0,4,771,38
233,1.1505977,0.49962044,0,15,707,60
234,0.90246165,0.56169826,0,3,213,37
235,1.9536294,0.65235966,1,20,399,44
236,0.980188,0.5677217,0,0,502,49
238,0.93650895,0.627561,0,1,726,39
243,1.1109117,0.6147056,0,19,591,28
245,0.7625297,0.5604701,0,18,238,19
248,0.91161907,0.58477074,0,18,604,25
249,1.2923696,0.68726057,0,6,717,29
252,1.0119289,0.68185806,1,10,208,26
254,1.4273777,0.66672915,0,5,69,23
255,1.1783645,0.71258825,1,12,308,35
256,1.1772194,0.4996961,0,18,549,17
258,1.0800457,0.68635696,0,18,367,21
262,1.2736613,0.60187906,0,14,432,41
263,1.5723212,0.66854393,1,20,634,36
264,1.4446161,0.7034037,0,6,610,26
266,1.2825552,0.6756431,0,4,601,23
267,0.9723975,0.63303894,0,4,164,24
268,1.1529778,0.6449197,1,10,324,31
269,0.9925672,0.61302066,1,18,498,18
270,0.88208085,0.5604677,0,4,212,51
271,1.026246,0.5702878,0,17,402,33
273,1.0034838,0.65007687,1,18,439,20
274,1.5695896,0.50550604,0,4,660,38
275,1.1077913,0.6776991,0,18,715,21
276,1.1235448,0.6550907,1,0,434,35
277,1.4008539,0.66676337,1,10,255,37
278,0.9993751,0.6609644,0,14,617,33
279,0.9997446,0.61668825,1,10,208,30
280,1.5968539,0.6930608,1,18,52,15
281,0.963301,0.59864074,0,0,174,22
283,0.94340426,0.54825175,0,6,671,40
284,1.0559866,0.6006286,0,14,404,25
285,1.4015454,0.5744966,0,18,134,27
289,1.188911,0.6790973,0,4,683,40
290,0.96424097,0.6232593,0,18,334,19
291,1.0118892,0.66769713,1,14,708,35
292,1.8469115,0.54511636,0,20,483,24
293,1.1792583,0.5469446,0,19,663,34
294,1.0106094,0.6652058,0,3,382,31
295,1.0448782,0.6928666,1,0,144,43
296,2.8700938,0.6862377,1,3,760,29
297,1.6772797,0.653707,0,6,6,44
298,0.96182173,0.6884399,0,2,497,29
299,1.0078087,0.6366894,1,14,416,26
300,1.3747774,0.5800761,0,18,446,24
302,1.0180272,0.5957506,0,18,130,19
304,1.5739084,0.5081135,0,14,690,23
306,1.8861399,0.6383978,0,18,448,25
307,1.1086926,0.7043809,0,15,716,60
310,1.1940856,0.6705325,0,19,528,32
311,0.9954009,0.56262237,0,13,19,48
312,1.4449139,0.53737575,0,11,459,41
313,1.7545683,0.62020856,1,18,77,20
314,1.476549,0.6394969,0,3,155,31
315,0.8713503,0.5156173,1,13,551,43
316,1.3890945,0.51646245,0,0,121,22
317,0.9193627,0.5204992,0,15,64,65
319,1.8782095,0.64643574,0,18,221,19
320,1.2492602,0.54528046,1,3,438,49
321,1.5360054,0.63284785,0,18,383,20
322,1.0291606,0.50440454,0,18,161,21
323,1.0477439,0.5699584,1,18,30,21
324,1.202128,0.5294316,0,19,24,48
325,1.0334494,0.58224565,0,0,137,41
326,1.7927767,0.58476824,0,18,102,22
327,0.92901593,0.61285925,0,0,65,51
328,1.3129314,0.6152948,0,3,9,48
329,0.9652793,0.5740319,1,3,290,35
330,1.4369426,0.5572106,0,5,651,33
331,0.9419424,0.6151284,0,18,315,20
333,1.6432364,0.59507704,0,10,252,32
335,1.0482106,0.6857557,0,16,318,23
337,0.9490374,0.6181286,1,10,454,39
338,1.3627136,0.57429475,0,9,304,35
341,0.80481225,0.6632396,1,13,753,25
342,1.1549377,0.52402496,0,4,260,43
343,1.6008993,0.5119772,1,10,692,30
344,0.8965994,0.5338015,1,10,694,28
345,0.9424793,0.56999105,0,13,544,34
346,1.0516372,0.51572347,0,18,636,18
349,1.2795485,0.7159009,0,18,745,32
350,0.9294421,0.5265952,0,3,376,61
352,0.8109863,0.51938623,0,17,237,25
353,1.3850641,0.70530266,1,10,364,29
355,1.5099926,0.6785559,1,8,674,32
356,1.7033424,0.517423,0,6,763,26
357,0.96454746,0.69904786,0,3,95,40
359,0.74723125,0.5616402,0,13,754,51
360,1.2985367,0.7070108,0,18,332,22
362,1.3866515,0.52985173,0,18,624,20
364,0.9476578,0.58162385,0,9,172,29
366,1.092844,0.51044995,0,18,299,17
369,1.2029523,0.6840313,0,20,82,52
371,1.2046959,0.5618124,1,18,509,25
372,0.9744577,0.6380834,1,13,421,24
373,1.066698,0.58418435,0,6,576,36
375,1.3157325,0.51414007,1,13,89,28
377,0.83187884,0.5265588,0,18,35,35
378,1.4572006,0.5029284,0,14,761,44
379,1.0342363,0.65374017,0,4,422,32
380,1.3926945,0.53987616,0,1,703,33
382,0.84593534,0.52476656,0,0,538,42
383,1.0314921,0.691907,0,14,344,52
384,1.5540565,0.7133195,0,20,88,36
386,1.8240849,0.62305146,0,5,300,33
387,0.9707725,0.6334087,0,13,294,31
388,0.93780035,0.5820509,1,20,599,44
389,1.1050903,0.56489074,1,20,612,42
390,0.9121626,0.6861567,0,18,611,23
391,1.3891913,0.5316651,0,20,455,52
392,0.9916102,0.66427946,0,18,598,19
393,0.9160353,0.5632868,0,0,734,25
394,1.180551,0.67935437,0,13,333,43
395,0.90320593,0.53320074,0,4,699,57
396,0.8594665,0.69080275,0,18,230,17
397,2.0105388,0.5792388,0,13,458,40
398,1.2775905,0.70099264,0,13,668,25
400,0.6583365,0.55703425,1,7,606,46
401,1.4939331,0.70994985,0,4,719,30
402,2.0355086,0.6595052,0,13,66,37
403,1.6218686,0.57640386,1,14,418,29
404,0.80658084,0.6668039,1,7,93,22
405,0.9050006,0.5263137,0,3,680,52
406,0.91564095,0.5311694,0,4,41,29
408,0.9085205,0.58884406,0,0,765,48
410,0.9751349,0.6271564,0,3,343,34
412,0.78368336,0.49158457,0,3,567,55
413,0.9279422,0.53247726,0,14,305,24
415,1.1723765,0.5918114,1,18,670,20
416,1.0330734,0.7054536,1,13,361,27
420,0.81081223,0.64553094,1,14,415,38
421,2.0767665,0.63424367,0,5,698,26
424,1.2001241,0.6018555,0,18,453,19
425,1.6021328,0.6307017,0,3,7,55
426,1.2565368,0.6773107,0,2,618,51
427,1.3107458,0.52702516,0,18,439,28
428,0.8405809,0.5461477,0,18,242,27
429,0.98418444,0.63900703,0,17,764,38
431,0.96957016,0.5087015,0,5,380,22
432,0.968815,0.5594298,0,1,104,27
434,1.0294323,0.61538064,0,4,457,24
435,1.0964068,0.57872206,1,0,149,30
436,0.9259,0.5452144,1,13,172,27
440,1.3786473,0.7166475,0,19,411,50
442,0.96249145,0.62727183,0,16,281,35
443,1.5590314,0.69819987,1,9,396,51
444,0.9498079,0.6403104,0,20,672,21
446,0.9485829,0.6038721,0,0,420,30
447,0.93928796,0.64924973,0,5,94,23
448,0.99054515,0.6147041,0,10,412,23
449,1.0413733,0.6695073,1,3,112,35
450,1.5678316,0.7025423,0,18,366,16
451,0.92241514,0.5463637,0,0,235,35
452,1.5224171,0.5494171,0,18,54,18
453,0.96684235,0.6411441,0,13,747,57
454,0.93794805,0.6248203,0,0,600,48
455,0.8072753,0.4915738,0,19,268,24
456,1.3180965,0.7164638,1,16,253,33
457,0.799075,0.56152004,0,19,794,47
458,0.9210413,0.701754,0,18,241,22
459,0.8856038,0.54308707,1,13,479,44
461,1.0549977,0.6060032,1,18,37,19
462,1.303218,0.50013256,1,7,540,48
463,0.91050774,0.51083946,0,20,701,60
464,1.0597538,0.6155145,0,13,46,32
465,0.9386861,0.6947978,0,18,643,22
466,1.0777161,0.6407497,0,4,648,29
467,1.3034472,0.50534046,0,4,34,28
468,1.0311595,0.6232243,0,3,572,60
471,1.1806345,0.5763126,0,18,625,24
473,1.1003413,0.6266994,0,6,686,51
474,0.8004642,0.5935306,0,14,541,30
475,1.0094041,0.49901158,0,18,471,28
477,0.9659495,0.5321509,0,13,93,29
478,0.9484689,0.62224084,0,3,436,30
479,0.81451267,0.5096364,0,15,766,57
480,1.2360587,0.6836148,0,15,302,73
481,0.9925601,0.647262,1,18,313,18
482,1.5774916,0.65813714,0,17,327,29
483,0.9650973,0.6665673,0,18,196,27
485,1.0925677,0.6015623,0,3,679,39
486,1.2839916,0.70824414,0,4,666,22
487,1.0153555,0.7036,0,19,191,48
488,1.5885767,0.6233623,0,13,344,55
489,1.0046203,0.6607993,1,1,793,29
491,1.4717467,0.70376605,0,3,705,57
492,1.1153381,0.56794304,0,4,462,22
493,1.0496674,0.614065,1,0,371,38
494,1.5160568,0.64042336,0,4,38,29
495,1.3028924,0.64596725,1,18,439,21
496,0.9779885,0.6333234,0,18,377,20
497,1.7057928,0.6193016,0,20,435,26
498,1.5116603,0.6707405,0,14,535,42
499,1.1376553,0.6563686,0,0,695,28
500,1.1236105,0.5389614,0,18,96,22
501,1.6735438,0.52361625,0,18,214,22
502,1.8329077,0.5929097,1,20,230,50
503,1.3054026,0.5606786,1,20,665,40
504,0.9266342,0.54716957,1,13,177,27
505,1.1290902,0.7007826,0,14,43,46
506,1.4356902,0.7090044,1,20,236,18
507,0.90580934,0.5719497,0,11,163,27
508,0.976969,0.6145672,0,0,90,23
510,1.0658591,0.5155953,0,18,199,22
513,1.0797787,0.52349395,0,14,179,27
514,1.2207084,0.70376515,0,11,372,53
515,1.6208729,0.50527394,1,10,94,53
516,0.9682861,0.6188957,0,18,448,24
518,1.0381988,0.57269293,0,13,428,22
520,0.95531577,0.52258295,0,18,27,19
523,1.0048898,0.55232054,0,3,29,56
524,1.1475958,0.6262418,1,0,165,27
525,1.5216923,0.5433228,0,11,737,30
526,1.2813525,0.6780292,0,10,115,33
527,1.075183,0.60543376,0,18,414,18
528,1.0871339,0.4949062,1,0,339,47
529,1.1109338,0.5529262,0,4,688,29
531,1.0811554,0.65450925,0,18,675,20
532,1.671343,0.71033055,0,10,33,43
533,0.9057964,0.59173185,0,18,50,20
534,0.9139392,0.56151474,1,3,588,45
535,1.8039514,0.66972965,0,4,259,38
536,1.2920263,0.55745834,0,4,207,36
537,1.301185,0.6971157,0,17,190,31
540,1.5878501,0.5895108,1,18,608,19
541,0.9254785,0.5585305,0,18,474,21
542,1.7276423,0.66208977,0,17,718,33
544,0.9189594,0.5429609,0,19,78,27
545,0.7134771,0.5874661,0,6,211,36
547,1.5152364,0.5895822,0,20,724,51
548,0.91278785,0.5108032,0,17,348,42
549,1.2848504,0.5302092,1,18,723,16
550,1.7153718,0.50855446,0,14,439,25
552,0.8673413,0.4981764,0,3,492,58
553,0.937106,0.5913198,0,17,492,32
554,1.3587826,0.622389,1,3,217,29
556,1.4537208,0.52086425,1,20,105,30
558,1.2044374,0.6286598,0,6,95,69
559,0.93989986,0.62487227,0,18,88,32
560,1.8032254,0.678044,0,4,456,23
563,1.3501142,0.6945889,0,15,702,65
564,1.006657,0.68962955,0,18,442,40
565,0.697702,0.5673565,0,18,128,20
566,0.8450587,0.6293063,0,5,88,24
567,0.92949915,0.54176354,0,3,14,39
568,1.1286922,0.5328599,0,3,656,34
569,0.96366024,0.622941,0,3,128,26
570,1.6216922,0.61009157,0,1,16,34
572,1.5609523,0.51133704,0,15,369,68
573,1.1439162,0.6889412,0,3,395,56
576,0.92091244,0.5886837,1,18,562,36
578,1.0998803,0.6882977,0,3,361,32
579,1.2173069,0.50356936,0,18,152,16
585,1.5754541,0.60501087,0,18,580,20
586,0.9707583,0.61886895,0,13,125,26
587,1.0956751,0.5607727,1,18,678,18
590,1.0066555,0.699507,1,10,661,57
591,0.9938249,0.6844355,0,18,752,18
592,1.5916705,0.66673774,1,3,518,31
594,1.8046753,0.6975382,0,14,269,25
597,1.0719237,0.67934334,1,11,323,40
600,1.0363257,0.65053344,1,1,775,19
604,0.93806183,0.66545963,0,4,285,33
605,0.8754871,0.51224583,0,14,496,28
606,1.2117405,0.54498315,1,7,28,49
607,1.1424575,0.71952367,0,13,88,22
609,1.2890997,0.5893726,0,18,198,22
614,1.0672828,0.5482403,0,3,232,38
615,1.2982972,0.66451263,0,17,383,55
616,1.0388144,0.61647207,1,20,103,27
617,1.620556,0.60914284,1,18,338,15
618,0.99552345,0.69103277,0,18,337,17
619,1.7285762,0.51319474,1,20,596,18
620,1.5398778,0.52988976,0,18,470,17
621,1.2017664,0.5683916,0,14,129,25
622,0.74065787,0.5980015,1,3,466,50
623,1.2923211,0.64323646,0,18,257,19
624,1.1635139,0.66993475,0,14,180,27
625,1.9586841,0.6880582,0,17,167,23
626,1.3236282,0.7221433,0,4,76,24
628,0.91079426,0.55877125,1,13,339,46
631,0.9525249,0.69333625,0,18,448,18
632,1.4929826,0.6342654,0,14,439,35
633,1.0279607,0.6431371,0,4,788,39
634,0.84797746,0.5171204,0,13,218,22
636,1.2402549,0.5325796,0,13,534,30
637,1.2745799,0.60082346,0,4,15,45
638,1.0052855,0.59787333,1,10,114,42
639,1.4361418,0.61788327,0,18,489,20
640,1.0129056,0.5607417,0,18,478,24
641,1.9358282,0.538097,1,18,725,18
642,0.92710286,0.5586453,0,17,423,39
643,1.4635832,0.5357345,0,15,504,51
644,1.5013587,0.5518064,0,14,398,27
646,1.6386687,0.6347219,0,3,349,40
647,1.0091199,0.6677093,0,4,652,43
649,0.71984243,0.5070293,0,4,602,42
651,1.8761697,0.662109,0,13,211,35
652,1.280555,0.583264,0,6,415,31
653,0.94644743,0.6262613,1,18,574,27
654,1.4239066,0.65537244,1,7,481,50
658,1.796861,0.55902857,0,3,406,31
659,1.3460218,0.57227373,0,18,556,26
660,0.9577805,0.5865432,0,14,762,28
662,1.5045443,0.66829795,0,13,162,26
663,0.97996116,0.6325955,0,4,691,30
664,1.399467,0.6547302,0,0,437,25
665,1.4855462,0.5059227,0,0,490,44
667,1.0214362,0.60801464,1,20,91,29
668,1.1583928,0.56763196,0,13,172,37
669,1.1330076,0.627459,0,19,193,30
670,0.9579554,0.6189398,0,14,657,21
671,0.8857059,0.65948904,1,0,635,54
673,0.9255029,0.62793726,1,18,429,13
674,0.94900054,0.53543466,0,13,240,34
675,1.7592416,0.700415,0,14,277,30
676,1.0114441,0.67067176,0,13,777,20
677,1.9051442,0.6700096,0,3,487,50
678,1.0391828,0.66213346,1,18,407,20
680,0.92790383,0.59468174,1,11,739,44
681,0.96364886,0.61054575,0,14,425,23
682,0.8997854,0.50762475,0,10,220,42
685,0.88633335,0.534813,0,3,224,32
688,1.4217575,0.61005914,0,13,346,25
689,0.98087704,0.56354314,0,16,503,35
690,0.9640821,0.6156164,0,3,461,34
691,0.9196685,0.5518636,0,4,154,34
692,0.64788777,0.6122735,1,7,615,43
693,0.8812084,0.65095586,0,14,56,60
696,1.6558676,0.6169599,0,13,552,25
697,0.9576371,0.6355186,1,14,67,28
698,0.97817594,0.65999246,0,13,733,44
702,0.94962734,0.6453496,0,3,373,26
703,1.2427408,0.58947027,1,10,647,51
705,1.1542263,0.4968803,0,18,448,23
706,0.9507735,0.5392529,1,10,160,56
707,1.0401481,0.5853224,1,8,732,26
708,1.2105742,0.5025959,0,13,786,21
709,0.8347974,0.647425,0,18,658,19
710,1.2705654,0.6392168,1,18,132,22
711,0.793632,0.6619609,1,18,410,22
714,1.2486917,0.5010152,0,19,649,21
715,1.0004939,0.6575964,1,0,340,36
716,1.5721029,0.5802695,0,19,605,24
719,1.0178254,0.67131233,1,0,141,49
720,0.948666,0.6660532,1,5,107,24
721,0.7915536,0.6640252,1,8,148,50
722,1.4785058,0.5059658,0,6,697,26
723,0.90631366,0.5288963,0,6,312,31
724,1.4581889,0.6197662,0,18,655,21
726,1.2506386,0.5983233,0,18,575,25
730,1.2770473,0.57663494,1,3,521,41
732,0.91458416,0.4993104,1,13,479,44
733,1.2597172,0.57861364,1,13,497,25
734,1.8788322,0.5098574,1,7,623,29
735,0.96160764,0.5629765,1,20,705,48
737,1.1684175,0.665697,0,19,722,35
738,1.0155554,0.69200236,0,19,530,35
739,0.78648156,0.5929576,1,3,204,25
740,1.0330884,0.6919128,0,20,497,25
741,1.2856284,0.5780648,0,18,244,35
744,1.0314536,0.495497,0,20,420,42
745,0.8468245,0.59206825,0,4,157,25
746,1.2762609,0.5886271,0,13,685,19
747,0.969899,0.5465729,0,0,710,28
748,1.4673542,0.5652592,0,13,595,33
750,0.94548815,0.61611015,1,13,632,24
751,2.1510723,0.6532839,0,15,194,60
752,0.83509886,0.65309507,0,16,649,56
754,1.397189,0.65449196,1,3,736,44
755,0.90350974,0.6972195,1,12,637,30
756,1.1157,0.532373,0,18,414,26
757,0.89253813,0.50039077,0,18,402,27
760,1.6367115,0.71367884,0,18,746,17
762,1.0147763,0.71295804,0,17,20,27
763,1.751859,0.5822609,1,3,493,27
765,1.0052443,0.66155195,0,13,101,42
766,0.9160908,0.5529769,0,4,0,70
767,0.9441417,0.6841119,0,0,120,29
768,0.99227923,0.6092331,0,6,68,39
769,1.6972617,0.69875515,0,18,125,28
770,2.3661647,0.71565926,0,18,136,26
771,1.080033,0.6576791,0,20,225,50
772,1.1841872,0.5425991,0,18,439,20
773,1.6004761,0.59965235,0,18,581,30
775,0.87021375,0.50261,0,10,385,30
776,0.88394785,0.58228177,0,14,11,63
779,1.3644118,0.6845541,0,14,700,49
780,1.1951582,0.55074775,0,18,368,20
781,1.0827725,0.70515066,1,1,280,21
783,1.0178045,0.67265844,0,0,646,47
785,0.95065,0.5924672,1,4,10,36
786,1.3731569,0.5688651,1,18,770,18
787,0.9396951,0.6284814,0,0,51,51
789,1.0554359,0.5114696,0,19,594,27
790,2.0482018,0.5730458,0,3,175,31
791,1.2835563,0.6749337,0,14,116,40
794,1.3086951,0.5301359,0,14,83,30
795,0.96366704,0.65864074,1,20,286,32
797,0.9238505,0.51367635,1,20,506,40
798,0.97732323,0.5090348,1,0,166,49
800,0.93880314,0.6265484,0,20,667,22
801,0.9486408,0.6081942,0,0,291,35
802,0.7745525,0.56817114,0,0,567,70
803,1.012136,0.59931266,0,3,490,39
804,1.4275178,0.6885885,1,13,172,27
805,1.3123881,0.56485564,0,11,105,27
806,1.3490916,0.5739778,1,7,684,41
812,1.4554137,0.6082748,1,18,22,14
814,0.88152254,0.505153,0,13,239,32
815,1.0335025,0.6666197,0,13,181,34
816,0.98666716,0.57711875,0,18,465,19
817,0.9443859,0.55150205,0,10,230,28
822,1.1774364,0.6155985,0,1,381,27
824,0.98771566,0.6505354,0,4,49,44
829,1.5622944,0.59034556,0,14,391,46
830,0.8165084,0.624484,0,13,288,21
831,1.2904242,0.5272459,0,19,552,24
832,1.8368808,0.52130586,0,20,631,34
833,0.990252,0.6652007,0,13,507,26
834,0.9348041,0.60108733,1,6,108,44
835,0.9630492,0.5742433,0,1,92,44
836,0.8677152,0.49490872,1,1,436,36
837,1.1511409,0.5748256,0,18,5,23
838,1.2536823,0.63111377,1,5,644,38
839,0.94161874,0.64176404,0,1,434,39
840,0.8471974,0.5183253,0,2,356,45
842,1.1443633,0.6813501,0,10,338,35
843,1.195467,0.6017138,0,4,728,22
845,1.0075802,0.6671847,0,9,355,27
846,2.1531072,0.6158275,0,18,440,29
847,0.9969543,0.5637757,0,4,27,46
849,1.1356307,0.67254597,0,19,570,34
850,0.9907952,0.62650394,0,13,250,18
852,1.0131078,0.5750793,0,20,316,49
853,0.9858246,0.6852855,1,18,435,29
855,1.8187118,0.5477396,1,11,742,43
857,0.7927653,0.57150185,0,3,87,63
859,0.9787962,0.63796186,1,15,365,70
861,1.3321362,0.70691985,0,6,122,25
862,0.81919503,0.5224107,0,18,461,17
863,1.2491359,0.65305775,0,14,494,27
864,1.6632321,0.6764564,0,1,106,25
866,1.1781361,0.59891057,0,17,669,24
867,1.0946667,0.65988725,0,14,426,21
869,0.959596,0.6346214,0,18,508,22
870,0.99928474,0.6301526,0,6,342,31
872,1.2792313,0.69723266,1,0,287,48
874,0.9663396,0.6484937,1,18,293,24
876,1.1651809,0.71844965,0,13,558,30
877,0.9404295,0.54430044,1,3,754,50
879,0.9890006,0.62266624,0,18,599,13
880,0.86210525,0.5866244,0,11,322,39
881,1.3523511,0.5492331,0,4,314,35
882,0.97129244,0.6839323,0,10,379,49
884,1.5352457,0.5215297,1,13,721,30
885,1.0333002,0.51447743,0,18,490,20
888,1.0726418,0.6595318,0,19,573,24
889,0.93114847,0.6291469,0,18,745,32
890,1.022758,0.69849503,1,0,40,51
891,1.2951789,0.6021106,0,13,345,36
892,1.0110927,0.6718533,0,18,730,25
893,1.1232595,0.648694,0,3,532,47
894,1.3464912,0.6222292,1,10,273,31
895,1.2618829,0.5707765,0,20,653,28
896,0.99809813,0.6778665,0,13,283,30
897,2.4487212,0.6578085,0,8,488,23
898,2.5685275,0.6475101,0,13,421,32
900,1.244844,0.5791381,0,6,781,38
901,0.85813224,0.5368746,1,1,738,45
902,0.8372762,0.55394554,0,3,185,28
904,1.338724,0.71538395,0,13,263,27
905,0.944042,0.5328764,0,10,520,45
906,1.0750854,0.6885895,1,13,592,25
907,0.8388972,0.53132933,1,10,517,44
909,1.2716447,0.6865425,0,7,245,28
910,1.6040701,0.5812388,1,20,397,37
911,0.95789045,0.62003654,0,13,62,51
